Instance,GraphType, n , p , R , r ,obj_NL,Time_NL,gap_NL,C_NL,obj_IP1,numcuts_IP1,TotalT_IP1,GAP_IP1,C_IP1,obj_IP2 ,numcuts_IP2 ,TotalT_IP2,GAP_IP2,C_IP2
eilon10_4 , Matching ,10,2,0.1,0.5,5,0.102113,0," [[0, 4, 8], [1, 5]]",5,0,0.023364,0," [[1, 5], [0, 8, 9]]",5,0,0.020002,0," [[1, 5], [0, 8, 9]]"
eilon10_5 , Matching ,10,2,0.1,0.5,4,0.148847,0," [[7, 9], [1, 2]]",4,0,0.027713,0," [[3, 4], [1, 2]]",4,0,0.02079,0," [[3, 4], [1, 2]]"
eilon10_1 , Matching ,10,6,0.1,0.5,9,0.508523,0," [[1], [2, 5], [7], [3], [8], [4, 6, 9]]",9,0,0.056041,0," [[2, 5], [1], [4, 6, 9], [8], [7], [3]]",9,0,0.058665,0," [[2, 5], [1], [4, 6, 9], [8], [7], [3]]"
eilon10_2 , Matching ,10,6,0.1,0.5,10,0.14833,0," [[8, 9], [2], [3, 5, 7], [1, 6], [4], [0]]",10,0,0.036629,0," [[6, 8, 9], [2], [1], [3, 5, 7], [4], [0]]",10,0,0.044929,0," [[6, 8, 9], [2], [1], [3, 5, 7], [4], [0]]"
eilon10_3 , Matching ,10,6,0.1,0.5,10,0.157445,0," [[5], [8], [4, 9], [2, 6], [0, 7], [1, 3]]",10,0,0.039395,0," [[2, 6], [4, 9], [1, 3], [8], [5], [0, 7]]",10,0,0.032889,0," [[2, 6], [4, 9], [1, 3], [8], [5], [0, 7]]"
eilon10_4 , Matching ,10,6,0.1,0.5,10,0.612306,0," [[7], [1, 5], [6], [8, 9], [2, 3], [0, 4]]",10,0,0.042917,0," [[1, 5], [0, 9], [6], [7], [4, 8], [2, 3]]",10,0,0.038296,0," [[1, 5], [0, 9], [6], [7], [4, 8], [2, 3]]"
eilon10_5 , Matching ,10,6,0.1,0.5,9,1.511026,0," [[7, 9], [1, 2], [3, 6], [4], [5], [0]]",9,0,0.042986,0," [[8], [1, 2], [3, 4], [0], [6], [7, 9]]",9,0,0.04268,0," [[8], [1, 2], [3, 4], [0], [6], [7, 9]]"
eilon10_1 , Matching ,10,2,0.2,0.3,4,0.157347,0," [[6, 8, 9], [4]]",4,0,0.041391,0," [[4], [6, 8, 9]]",4,0,0.044275,0," [[4], [6, 8, 9]]"
eilon10_2 , Matching ,10,2,0.2,0.3,7,0.109769,0," [[1, 6, 8, 9], [3, 5, 7]]",7,0,0.025915,0," [[1, 6, 8, 9], [3, 5, 7]]",7,0,0.021135,0," [[1, 6, 8, 9], [3, 5, 7]]"
eilon10_3 , Matching ,10,2,0.2,0.3,6,0.126636,0," [[2, 6, 9], [1, 3, 8]]",6,0,0.020773,0," [[2, 6, 9], [1, 3, 8]]",6,0,0.021885,0," [[2, 6, 9], [1, 3, 8]]"
eilon10_4 , Matching ,10,2,0.2,0.3,6,0.094025,0," [[1, 5, 9], [0, 4, 8]]",6,0,0.022044,0," [[1, 5, 8, 9], [0, 4]]",6,0,0.022357,0," [[1, 5, 8, 9], [0, 4]]"
eilon10_5 , Matching ,10,2,0.2,0.3,5,0.154577,0," [[3, 4], [1, 2, 6]]",5,0,0.024888,0," [[3, 4, 6], [1, 2]]",5,0,0.028708,0," [[3, 4, 6], [1, 2]]"
eilon10_1 , Matching ,10,6,0.2,0.3,9,2.313555,0," [[7], [3], [2, 5], [1], [4, 6], [8, 9]]",9,0,0.064489,0," [[2, 5], [1], [4, 6, 8], [9], [0], [7]]",9,0,0.066801,0," [[2, 5], [1], [4, 6, 8], [9], [0], [7]]"
eilon10_2 , Matching ,10,6,0.2,0.3,10,0.514882,0," [[2], [0], [4], [3, 5, 7], [1], [6, 8, 9]]",10,0,0.040283,0," [[0], [2], [4], [5, 7], [3], [1, 6, 8, 9]]",10,0,0.054633,0," [[0], [2], [4], [5, 7], [3], [1, 6, 8, 9]]"
eilon10_3 , Matching ,10,6,0.2,0.3,10,0.293113,0," [[3], [2, 6, 9], [1, 8], [5], [0], [4, 7]]",10,0,0.036608,0," [[1, 3, 8], [2, 9], [4, 6], [0], [5], [7]]",10,0,0.038234,0," [[1, 3, 8], [2, 9], [4, 6], [0], [5], [7]]"
