Instance,GraphType, n , p , R , r ,obj_NL,Time_NL,gap_NL,C_NL,obj_IP1,numcuts_IP1,TotalT_IP1,GAP_IP1,C_IP1,obj_IP2 ,numcuts_IP2 ,TotalT_IP2,GAP_IP2,C_IP2
eilon30_1 , Star-Ring ,30,2,0.3,0.3,20,0.504532,0," [[1, 3, 6, 13, 17, 18, 19, 23, 24, 28], [2, 4, 5, 7, 8, 11, 16, 22, 25, 26]]",20,138,3.753404,0," [[4, 5, 8, 11, 16, 22, 25, 26], [1, 2, 3, 6, 7, 13, 17, 18, 19, 23, 24, 28]]",20,138,4.005981,0," [[4, 5, 8, 11, 16, 22, 25, 26], [1, 2, 3, 6, 7, 13, 17, 18, 19, 23, 24, 28]]"
eilon30_2 , Star-Ring ,30,2,0.3,0.3,21,1.307921,0," [[2, 3, 6, 9, 12, 16, 17, 20, 22, 26, 27, 28], [1, 4, 5, 7, 10, 11, 15, 18, 19]]",21,164,4.823913,0," [[2, 3, 4, 9, 12, 17, 19, 20, 22, 24, 26, 27, 28], [1, 6, 7, 10, 13, 15, 16, 18]]",21,164,5.066066,0," [[2, 3, 4, 9, 12, 17, 19, 20, 22, 24, 26, 27, 28], [1, 6, 7, 10, 13, 15, 16, 18]]"
eilon30_3 , Star-Ring ,30,2,0.3,0.3,20,0.755184,0," [[0, 2, 4, 8, 9, 16, 20, 26, 28], [6, 10, 11, 12, 13, 14, 17, 18, 19, 21, 22]]",20,20,1.277637,0," [[6, 9, 10, 11, 12, 13, 14, 17, 18, 19, 20, 21], [0, 2, 4, 8, 16, 22, 26, 28]]",20,20,1.590579,0," [[6, 9, 10, 11, 12, 13, 14, 17, 18, 19, 20, 21], [0, 2, 4, 8, 16, 22, 26, 28]]"
eilon30_4 , Star-Ring ,30,2,0.3,0.3,20,0.759044,0," [[2, 3, 6, 7, 8, 14, 18, 20, 21, 27, 28, 29], [1, 11, 12, 13, 17, 19, 24, 26]]",20,534,12.716089,0," [[1, 10, 11, 12, 13, 17, 26], [2, 3, 7, 14, 18, 19, 20, 21, 24, 25, 27, 28, 29]]",20,534,13.132754,0," [[1, 10, 11, 12, 13, 17, 26], [2, 3, 7, 14, 18, 19, 20, 21, 24, 25, 27, 28, 29]]"
eilon30_5 , Star-Ring ,30,2,0.3,0.3,19,1.046851,0," [[1, 3, 6, 8, 12, 17, 18, 20, 24, 25, 26, 29], [7, 9, 10, 11, 19, 27, 28]]",19,665,15.29654,0," [[4, 11, 14, 15, 16, 27], [1, 3, 6, 7, 8, 9, 12, 17, 18, 19, 20, 24, 26]]",19,665,15.669846,0," [[4, 11, 14, 15, 16, 27], [1, 3, 6, 7, 8, 9, 12, 17, 18, 19, 20, 24, 26]]"
eilon30_1 , Star-Ring ,30,6,0.3,0.3,28,39.19446,0," [[1, 2, 8, 17, 24, 25], [7, 13, 28], [3, 6, 10, 19, 20, 23, 27], [0, 9, 18, 21], [4, 5, 11, 22, 26], [14, 15, 16]]",28,30864,3602.435771,0.071429," [[2, 13, 19, 25, 28], [11, 14, 15, 16, 22], [1, 3, 5, 7, 8], [6, 10, 20, 23, 24, 27], [0, 18, 21], [4, 9, 17, 26]]",28,30944,3604.639547,0.071429," [[2, 13, 19, 25, 28], [11, 14, 15, 16, 22], [1, 3, 5, 7, 8], [6, 10, 20, 23, 24, 27], [0, 18, 21], [4, 9, 17, 26]]"
eilon30_2 , Star-Ring ,30,6,0.3,0.3,29,19.821341,0," [[1, 2, 16, 19, 20], [10, 13, 15, 18], [3, 4, 6, 9, 12, 17, 24, 26, 27, 28], [22, 25], [0, 14], [5, 7, 8, 11, 21, 29]]",29,40106,3603.574101,0.034483," [[1, 10, 13, 15, 16, 18], [3, 4, 6, 9, 12, 17, 20, 24, 26, 28], [2, 5, 19, 21, 27], [7, 8, 11, 29], [0, 14], [22, 25]]",29,40321,3605.846519,0.034483," [[1, 10, 13, 15, 16, 18], [3, 4, 6, 9, 12, 17, 20, 24, 26, 28], [2, 5, 19, 21, 27], [7, 8, 11, 29], [0, 14], [22, 25]]"
eilon30_3 , Star-Ring ,30,6,0.3,0.3,27,82.604177,0," [[16, 18, 19, 22], [8, 28], [1, 14, 23, 25, 27], [3, 11, 17, 24], [6, 12, 13, 15], [0, 2, 4, 9, 10, 20, 21, 26]]",27,30013,3601.092574,0.074074," [[4, 13, 14, 16, 17, 18, 19], [6, 8, 10, 22, 28], [20, 23, 25, 27], [1, 3, 24], [11, 12, 15, 29], [0, 9, 21, 26]]",27,30013,3601.119882,0.074074," [[4, 13, 14, 16, 17, 18, 19], [6, 8, 10, 22, 28], [20, 23, 25, 27], [1, 3, 24], [11, 12, 15, 29], [0, 9, 21, 26]]"
eilon30_4 , Star-Ring ,30,6,0.3,0.3,29,21.468966,0," [[3, 7, 11, 12, 18, 19, 24], [13, 15, 22], [10, 17, 26], [6, 8, 14, 20, 28, 29], [1, 2, 16, 21, 25, 27], [0, 4, 5, 9]]",29,42175,3604.03743,0.034483," [[1, 11, 12, 16, 18, 24, 25, 28], [4, 5, 9, 15], [13, 19, 22], [10, 17, 26], [2, 3, 6, 7, 8, 14, 20, 21, 29], [0, 27]]",29,42548,3607.466296,0.034483," [[1, 11, 12, 16, 18, 24, 25, 28], [4, 5, 9, 15], [13, 19, 22], [10, 17, 26], [2, 3, 6, 7, 8, 14, 20, 21, 29], [0, 27]]"
eilon30_5 , Star-Ring ,30,6,0.3,0.3,28,42.229056,0," [[3, 7, 9, 12, 18, 20, 27], [11, 14, 15, 16], [4, 19, 24], [0, 5, 6, 26], [1, 8, 17, 22, 25, 29], [2, 10, 23, 28]]",28,31069,3603.074919,0.071429," [[7, 9, 17, 19, 28], [2, 10, 23], [11, 14, 15], [0, 4, 20], [1, 6, 8, 12, 24, 26, 27], [3, 13, 18, 21, 22, 25, 29]]",28,31261,3606.536492,0.071429," [[7, 9, 17, 19, 28], [2, 10, 23], [11, 14, 15], [0, 4, 20], [1, 6, 8, 12, 24, 26, 27], [3, 13, 18, 21, 22, 25, 29]]"
